pos	word	meaning
名詞	player	（楽器を）演奏する人、演奏家、（スポーツを）する人、選手
名詞	pleasure	喜び
名詞	pocket	ポケット
名詞	poem	詩
名詞	point	1. 箇所、点、地点 / 2. 言おうとしていること、要点、考え / 3. 特徴、特質
名詞	poison	毒薬、毒
名詞	polar bear	ホッキョクグマ
名詞	police	〔しばしばthe policeで、複数扱い〕警察 〔（一人の）警官をさす場合は a police officer〕
名詞	police officer	(一人の）警官
名詞	politician	政治家
名詞	pollution	汚染
名詞	polo	（馬に乗って行う競技）ポロ
名詞	pond	池
名詞	poodle	プードル（犬の１品種）
名詞	pool	（水泳用の）プール
名詞	popular culture	大衆文化、ポップカルチャー
名詞	population	人口
名詞	Portuguese	ポルトガル語
名詞	post	郵便、郵便物
名詞	post office	郵便局
名詞	postcard	郵便はがき、絵はがき
名詞	poster	ポスター
名詞	pot	（深い）なべ
名詞	pouch	袋
名詞	pound	ポンド(イギリスの通貨）
名詞	power	力、能力
名詞	prefecture	県
名詞	present	1.「現在」 / 2.プレゼント、贈り物
名詞	presentation	（意見・提案などの）発表、プレゼンテーション
名詞	pressure	圧力、せまられること、プレッシャー
名詞	price	値段
名詞	prince	王子
名詞	principal	校長
名詞	principal's office	校長室
名詞	print	印刷、版画
名詞	prize	賞、賞品
名詞	problem	(困難を引き起こす)問題、障害、課題
名詞	product	製品、生産物
名詞	professor	教授
名詞	program	1. 番組（表）、プログラム / 2. 計画、予定（表）
名詞	programmer	プログラマー
名詞	promise	約束
名詞	prop	小道具
名詞	public hall	公会堂
名詞	purple	紫色（の）
名詞	purpose	目的
名詞	question	1. 質問、問い / 2. 問題、論点
名詞	quiz	簡単な口頭（筆記）のテスト、質問、（ラジオ・テレビの）クイズ
名詞	rabbit	ウサギ
名詞	race	競争、競走
名詞	racket	ラケット
名詞	radio	ラジオ
名詞	radish	ハツカダイコン
名詞	rain	雨
名詞	rain forest	熱帯雨林
名詞	rainbow	虹
名詞	ramp	スロープ
名詞	reading	読むこと
名詞	reality	現実、実際
名詞	reason	理由
名詞	recipe	（料理などの）作り方、レシピ
名詞	red	赤い、赤色（の）、赤
名詞	refugee	難民、避難者
名詞	relay	リレー競走
名詞	report	レポート、報告
名詞	reporter	リポーター
名詞	research	研究、調査
名詞	resource	〔通常は複数形で〕資源、財源
名詞	respect	尊敬、尊重
名詞	rest	休み
名詞	restaurant	レストラン、食堂、料理屋
名詞	restroom	（デパート・劇場などの）洗面所、トイレ
名詞	result	結果
名詞	return	再び巡ってくること
名詞	reuse	再利用
名詞	rhythm	リズム
名詞	rice	ご飯、米
名詞	rice ball	おにぎり
名詞	rice cake	もち
名詞	right	1.（利益などを得る）権利、法的権利 / 2. 右、右側
名詞	rise	上昇、増加、昇進
名詞	river	川　　　〔たとえば the Mabechi River の形で馬淵川〕
名詞	road	道路
名詞	robot	ロボット
名詞	rock	1. ロック（音楽） / 2. 岩、岩石
名詞	roll	巻いたもの、－巻
名詞	Roman	古代ローマ人、現代のローマ市民
名詞	Rome	ローマ〔イタリアの首都、古代ローマ帝国の首都〕
名詞	roof	屋上、屋根
名詞	room	部屋
名詞	rope	綱、縄、ロープ
名詞	rule	決まり、規則
名詞	ruler	ものさし、定規
名詞	Russia	ロシア
名詞	sadness	悲しみ
名詞	salad	サラダ
名詞	sale	安売り、バーゲンセール
名詞	salt	塩
名詞	sandwich	サンドイッチ
名詞	Saturday	土曜日
名詞	scene	（劇・映画・小説の）場面
名詞	scenery	風景、景色
名詞	schedule	予定（表）
名詞	school	学校　　〔たとえばgo to school の形で〕 学校へ行く、学校に通っている
名詞	schoolyard	校庭、運動場
名詞	science	理科、科学、自然科学
名詞	scientist	科学者
名詞	Scotland	スコットランド
名詞	scrambled egg	スクランブルエッグ
名詞	sculpture	彫刻
名詞	sea	海 〔たとえば go to the sea の形で (海水浴などの目的で）海岸へ行く
名詞	sea level rise	海面上昇
名詞	seal	アザラシ
名詞	season	季節
名詞	seat	席
名詞	second	1.（時間の）秒 / 2.２番め､（月の）２日 / 3.少しの間
名詞	section	部分、部門、〔会社、官庁などの〕課
名詞	seed	種
名詞	sense	意味、感覚
名詞	September	９月
名詞	serve	（テニスなどの）サーブ
名詞	set	（テニスなどの）セット
名詞	seven	7、７つの
名詞	seventeen	17
名詞	seventeenth	17の番目の、１７日
名詞	seventh	７番め、（月の）７日
名詞	seventy	70、７０の
名詞	shade	陰
名詞	shampoo	シャンプー
名詞	shape	形、姿
名詞	shelf	棚
名詞	ship	船
名詞	shirt	シャツ
名詞	shock	（精神的な）ショック
名詞	shoe	くつ　　〔たとえば a pair of shoes の形で〕　くつ１足
名詞	shop	(ものを売る)店、小売店
名詞	shopping	買い物
名詞	short	〔in short の形で）手短に言うと
名詞	shoulder	肩
名詞	show	ショー
名詞	shower	シャワー
名詞	shrine	神社
名詞	shyness	内気、はにかみ
名詞	sickness	病気
名詞	side	1.面、局面、味方 / 2.横、脇　〔side by side で〕並んで
名詞	sightseeing	観光、見物
名詞	sign	1. 標識、看板 / 2. 身ぶり、合図
名詞	singer	歌う人、歌手
名詞	singing	歌うこと、歌唱
名詞	sister	姉、妹
名詞	site	（重大なできごとが起こった）場所、遺跡
名詞	situation	状況、状態
名詞	six	6
名詞	sixteen	16
名詞	sixth	6番め、（月の）6日
名詞	sixty	60
名詞	size	大きさ、サイズ
名詞	skill	技術、技能
名詞	skin	皮膚、肌
名詞	sky	空、大空
名詞	slump	不振、不調
名詞	smell	におい
名詞	smile	ほほえみ
名詞	smog	スモッグ
名詞	smoke	煙
名詞	snack	（正規の食事の間の）軽食、おやつ
名詞	snake	へび
名詞	sneaker	スニーカー
名詞	snow	雪
名詞	soccer	サッカー
名詞	social studies	(教科の）社会科
名詞	sock	ソックス、（短い）くつ下　　〔a pair of socks の形で〕　くつ下１足
名詞	sofa	ソファー
名詞	softball	ソフトボール
名詞	solar cooker	ソーラークッカー
名詞	soldier	（陸軍の）兵士、軍人
名詞	son	息子
名詞	song	歌
名詞	sound	音、響き
名詞	soup	スープ
名詞	south	南
名詞	South Africa	南アフリカ共和国
名詞	southwest	南西
名詞	soybean	大豆
名詞	space	1. 宇宙、宇宙空間 / 2. 空間、場所、スペース
名詞	Spain	スペイン
名詞	Spanish	スペイン語
名詞	speaker	話す人
名詞	speech	演説、スピーチ
名詞	spirit	1. 気力、勇気　〔fighting spirit の形で〕闘志 / 2. 心、精神、霊
名詞	spoon	スプーン
名詞	sport	スポーツ、運動
名詞	sports day	運動会
名詞	spring	1. 春 / 2. 泉　〔hot spring の形で〕　温泉
名詞	sprint	短距離走
名詞	square	四角形
名詞	stable master	（相撲部屋の）親方
名詞	stadium	スタジアム、競技場
名詞	staff	〔集合的に〕職員、社員
名詞	stage	舞台、ステージ
名詞	stair	階段
名詞	stairs	〔stairsで〕階段
名詞	stand	スタンド、台
名詞	star	1. 星 / 2. (映画・スポーツなどの)スター
名詞	starvation	飢餓、ききん
名詞	station	駅
名詞	stationery	文房具
名詞	statue	像、彫刻
名詞	Statue of Liberty	自由の女神像
名詞	stay	滞在
名詞	step	1. （階段の）踏み段 / 2. 段階
名詞	stew	シチュー
名詞	stomach	おなか、胃
名詞	stomachache	腹痛
名詞	stop	駅、停留所
名詞	store	店
名詞	story	話、物語
名詞	storytelling	物語を語ること 　〔comic storytellingで〕話芸
名詞	stream	小川、川
名詞	street	通り
名詞	stringed instrument	弦楽器
名詞	stroller	ベビーカー
名詞	struggle	もがき、苦闘
名詞	student	学生、生徒
名詞	stuff	もの
名詞	style	やり方、作風、型
名詞	subject	1. (主）題、トピック、テーマ / 2.教科
名詞	suburb	郊外
名詞	subway	（アメリカ合衆国の）地下鉄
名詞	success	成功
名詞	sugar	砂糖
名詞	summer	夏
名詞	summer class	（勉強が遅れている生徒のための）夏の補習授業
名詞	sumo stable	相撲部屋
名詞	sumo wrestler	力士
名詞	sun	1. 太陽 / 2. 日光、陽光
名詞	sun flower	ひまわり
名詞	Sunday	日曜日（複数形で毎週日曜日）
名詞	sunlight	日光、陽光
名詞	sunset	日の入り
名詞	supermarket	スーパーマーケット
名詞	support	支持、支援
名詞	survival	生き残ること
名詞	swimming	水泳
名詞	swimming pool	水泳プール
名詞	sword	剣
名詞	Sydney	シドニー 《オーストラリア東岸にある都市》
名詞	symbol	シンボル、しるし
名詞	system	1.　組織　　　 / 2.　制度、システム
名詞	T-shirt	Ｔシャツ
名詞	table	テーブル、食卓
名詞	table tennis	卓球
名詞	tail	尾（ひれ）、しっぽ
名詞	tale	物語、お話
名詞	talk	話、スピーチ
名詞	Tanzania	タンザニア
名詞	task	仕事、任務
名詞	taste	味
名詞	taxi	タクシー
名詞	tea	茶、紅茶
名詞	teacher	教師、先生
名詞	teachers' room	職員室
名詞	team	チーム
名詞	teammate	チームメイト
名詞	teamwork	チームワーク
名詞	tear	涙　【in tearsで】涙を流して
名詞	technology	科学技術
名詞	teeth	歯（toothの複数形）
名詞	telescope	望遠鏡
名詞	temperature	温度、気温
名詞	temple	寺
名詞	ten	10
名詞	tennis	テニス
名詞	tenth	10番め、（月の）１０日
名詞	test	試験、テスト
名詞	textbook	教科書、テキスト
名詞	Thailand	タイ
名詞	thank	〔Thanks の形で〕ありがとう
名詞	theater	劇場、映画館〔movie theaterともいう〕
名詞	theme	主題、テーマ
名詞	then	そのとき、当時
名詞	thing	もの、こと
名詞	thinking	考え、思考
名詞	third	３番目、３日
名詞	thirteen	13
名詞	thirteenth	13番め、（月の）13日
名詞	thirtieth	30番目（の）、30日
名詞	thirty	30
名詞	thought	1. 考えること、思考 / 2. 考え､思想
名詞	thousand	1000
名詞	three	3
名詞	throat	のど
名詞	Thursday	木曜日
名詞	ticket	切符、チケット、券
名詞	tie	ネクタイ
名詞	time	1. 回、度 / 2. 時間、期間、暇 / 3. 時刻 / 4. 〔しばしば複数形で〕 時代
名詞	timing	タイミング、時機を選ぶこと
名詞	title	題名、タイトル
名詞	toast	トースト
名詞	today	今日
名詞	toilet	トイレ、化粧室
名詞	tomorrow	明日
名詞	tongue	国語、母語
名詞	tool	手段、道具
名詞	tooth	歯 〔複数形は teeth〕
名詞	toothache	歯痛
名詞	toothbrush	歯ブラシ
名詞	top	1. 一番上の部分、頂上 / 2. 最高位、トップ
名詞	total	総合、合計　〔in total〕合計で、全部で
名詞	touch	接触　　〔keep in touchで〕連絡をとり続ける
名詞	tour	旅行
名詞	tourism	観光事業、観光、旅行
名詞	tournament	トーナメント、勝ち抜き試合
名詞	towel	手拭い、タオル
名詞	tower	塔、タワー
名詞	town	町、市、都会
名詞	toy	おもちゃ
名詞	track	線路
名詞	track and field	陸上競技
名詞	trade	貿易
名詞	tradition	伝統
名詞	traffic	交通 〔traffic light〕交通信号（灯）
名詞	tragedy	悲劇、悲しいできごと
名詞	train	列車、電車
名詞	trainer	トレーナー
名詞	transportation	輸送機関
名詞	treasure	宝物
名詞	tree	木、樹木
名詞	trip	旅行 《比較的短期間のものについていう》　　〔たとえば go on a school trip の形で〕修学旅行に行く
名詞	trophy	優勝記念品、トロフィー
名詞	trouble	1. 心配 / 2. もめごと / 3.余分な手間、めんどう
名詞	Tube	チューブ（ロンドンの地下鉄のニックネーム）
名詞	Tuesday	火曜日
名詞	tug-of-war	綱引き
名詞	tuna	マグロ
名詞	turkey	七面鳥
名詞	turn	番、順番　　〔in turnで〕代わって今度は
名詞	turning	曲がり角、回転 〔turning pointで〕転機
名詞	turtle	カメ
名詞	TV	テレビ（番組）
名詞	twelfth	12番め、（月の）12日
名詞	twelve	12
名詞	twentieth	20番目
名詞	twenty	20
名詞	twenty-eighth	28番目（の）、28日
名詞	twenty-fifth	25番目（の）、25日
名詞	twenty-first	21番目（の）、21日
名詞	twenty-fourth	24番目（の）、24日
名詞	twenty-ninth	29番目（の）、29日
名詞	twenty-second	22番目（の）、22日
名詞	twenty-seventh	27番目（の）、27日
名詞	twenty-sixth	26番目（の）、26日
名詞	twenty-third	23番目（の）、23日
名詞	two	2
名詞	type	型、タイプ、種類
名詞	U.K.	イギリス〔The United Kingdom（連合王国）の略でイギリスの正式国名は The United Kingdom of Great Britain and Northern Ireland 〕
名詞	U.S.	〔通常はtheを付けて〕アメリカ合衆国
名詞	umbrella	かさ
名詞	uncle	おじ、おじさん
名詞	underground	〔通常はtheを付けて、イギリスの〕地下鉄
名詞	unicycle	一輪車
名詞	uniform	制服、ユニフォーム
名詞	United Nations	〔通例はtheを付けて〕国際連合
名詞	United States	アメリカ合衆国
名詞	universal design	ユニバーサルデザイン
名詞	university	大学
名詞	US(U.S.)	《略》〔the ～で〕アメリカ合衆国、米国　《the U.S.とも》
名詞	USA(U.S.A.)	《略》〔the ～で〕アメリカ合衆国、米国　《the U.S.A.とも》
名詞	use	使用、使い道
名詞	vacation	休暇、休み
名詞	Valentine	Happy Valentine's Day!　〔バレンタインデーのメッセージ〕
名詞	vegetable	野菜
名詞	vending machine	自動販売機
名詞	Venezuela	ベネズエラ〔南米の国の名〕
名詞	vet	獣医（veterinarianの略）
名詞	victory	勝利、優勝
名詞	video	ビデオ 〔 video game の形で〕　テレビゲーム
名詞	video game	映像、動画　〔video game 〕テレビゲーム
名詞	Vietnam	ベトナム〔東南アジアの国の名〕
名詞	view	1. ながめ、景色 / 2. 考え、見方
名詞	village	村
名詞	vinegar	食用酢、ビネガー
名詞	violin	バイオリン
名詞	visit	訪問 〔 pay a visit to の形で「～を訪問する」〕
名詞	visitor	訪問者
名詞	voice	声
名詞	volleyball	バレーボール
名詞	volume	〔書物の〕巻、冊
名詞	volunteer	ボランティア、志願者
名詞	waitress	ウエイトレス
名詞	walk	1. 歩くこと、散歩 / 2. 歩行距離、道のり
名詞	Walker	ウォーカー（姓）
名詞	wall	壁、へい、城壁
名詞	war	戦争
名詞	ware	～焼、～製品
名詞	warming	〔global warming で〕地球温暖化
名詞	warrior	武人、軍人
名詞	Washington, D.C.	ワシントンD.C.（米国の首都）
名詞	waste	浪費
名詞	watch	腕時計
名詞	water	水、水中
名詞	waterfall	滝
名詞	wave	波
名詞	way	1. 方向 / 2. 道 / 3. 方法、手段
名詞	weather	天気、気象
名詞	website	ウェブサイト
名詞	Wednesday	水曜日
名詞	week	週
名詞	weekend	週末
名詞	whale	クジラ
名詞	wheel	車輪
名詞	wheelchair	車イス
名詞	while	間、しばらく 〔たとえば for a while の形で〕 しばらくの間
名詞	white	白、白人
名詞	wife	妻
名詞	wild	〔the wild で〕野生
名詞	wildcat	ヤマネコ　〔Wildcat House〕山猫軒
名詞	wilderness	荒野
名詞	wildlife	野生動物
名詞	will	意志
名詞	wind	風
名詞	windmill	風車
名詞	window	窓
名詞	winner	勝つ〔勝った〕人、勝利者
名詞	winter	冬
名詞	wire	針金、ワイヤー
名詞	wish	願い、望み
名詞	woman	女性、女の人　　〔複数形は women 〕
名詞	women	〔woman 〕の複数形
名詞	wonder	驚き
名詞	wood	まき、木
名詞	word	1. ことば、発言 / 2. 語、単語
名詞	work	1. 仕事、勉強 / 2. 作品
名詞	worker	労働者
名詞	world	世界（の人たち）
名詞	World Cup	〔the　～で〕ワールドカップ
名詞	World Heritage Site	世界遺産
名詞	wrestling	レスリング
名詞	writer	作家、著述家
名詞	writing	書かれた文字、筆跡、書くこと
名詞	yacht	ヨット
名詞	year	1. 年、1年 / 2. ～歳、年齢
名詞	yellow	黄色
名詞	yesterday	昨日
名詞	yogurt	ヨーグルト
名詞	zero	0、ゼロ
名詞	zoo	動物園
代名詞	all	1. 全部、全員、すべて、みな / 2. 〔not ～ at all の形で〕 少しも～でない。
代名詞	another	もう１つのもの［人］、別のもの［人］　〔one after another の形で〕 次々と
代名詞	any	〔疑問文で〕 いくらか
代名詞	anyone	1. 〔肯定文で〕 だれでも / 2. 〔疑問文で〕 だれか / 3. 〔否定文で〕 だれも
代名詞	anything	1. 〔肯定文で〕 何でも / 2. 〔疑問文で〕 何か / 3. 〔否定文で〕 何も
代名詞	as	〔such ～ as … の形で〕 …ような～
代名詞	both	両方、2 人［2つ］とも
代名詞	each	それぞれ、めいめい 〔each other で〕 お互いに
代名詞	everybody	だれでも、みんな
代名詞	everyone	みなさん、みんな、だれでも　〔単数扱いで、everybody という言い方もある〕
代名詞	everything	あらゆること［もの］、何もかも　　〔単数扱い〕
代名詞	he	彼は［が］、その（男の）人は［が］
代名詞	her	1. 彼女を［に］ / 2. 彼女の
代名詞	hers	彼女のもの
代名詞	herself	彼女自身を［に］、彼女自身で
代名詞	him	彼を［に］
代名詞	himself	彼自身を［に］、彼自身で
代名詞	his	1. 彼の / 2. 彼のもの
代名詞	I	私は［が］
代名詞	it	1. 《前に出た語句や文の内容を受けて》それは［が］ / 2. 《前に出た語句や文の内容を受けて》それを［に］ / 3. 〔It is ～ (for Ａ）to do…の形で〕 Ａ［人］が…するのは～だ / 4. 《時・天候・季節・距離などを表して、日本語では「それ」とは訳さない》
代名詞	its	その、それの
代名詞	least	いちばん少ないもの [at leastの形で]少なくても
代名詞	little	1. 〔 a littleの形で〕 少量、いくらか / 2. 〔 a をつけないで〕 ほとんど～ない
代名詞	many	たくさん（の人、物）
代名詞	me	わたしに［を］
代名詞	mine	わたしのもの
代名詞	more	もっと多くの数（量）、もっと多くのこと（もの、人）
代名詞	most	大部分、大多数
代名詞	my	私の
代名詞	myself	私自身（で）　〔by myselfの形で〕 （私）ひとりで
代名詞	next	次の（人）
代名詞	nobody	だれも～ない
代名詞	nothing	何も～ない
代名詞	one	1. １つ､１人､～なもの / 2. （一般に）人､だれでも / 3. 〔one after another の形で〕次々と
代名詞	other	1. 〔複数形 others の形で〕 ほかのもの、ほかの人たち / 2. 〔the other の形で〕 《２つのものについて》 もう一方 《３つ以上のものについて》 残りの１つ / 3. 〔複数形 the others の形で〕 《３つ以上のものについて》 残りのもの（全部）
代名詞	our	私たちの、ぼくたちの
代名詞	ours	私たちのもの、ぼくたちのもの
代名詞	ourselves	私たち自身に［を］、ぼくたち自身に［を］
代名詞	some	1. （全体の中の）一部分、一部の人々 / 2. いくつか、いくらか、いく人か
代名詞	someone	だれか
代名詞	something	何かあるもの［こと］
代名詞	that	1. あれ、それ / 2. あの［その］こと / 3. あの［その］人、あちら、そちら / 4. 〔関係代名詞で〕～である［する］（ところの）
代名詞	their	彼らの、彼女らの、それらの
代名詞	theirs	彼らのもの、彼女らのもの、それらのもの
代名詞	them	それらを［に］、彼らを［に］、彼女たちを［に］
代名詞	themselves	彼ら〔彼女ら〕自身（で）
代名詞	these	これらが［は］[を][に]
代名詞	they	彼らが［は］、彼女たちが［は］、それらが［は］
代名詞	this	1. これ / 2. 《電話やテレビ・ラジオの放送などで話している本人をさして》こちら、《同様の状況で話している相手をさして》そちら / 3. この人、こちら / 4. すでに述べたこと、このこと、これから述べること
代名詞	those	あれら、それら
代名詞	us	私たちを［に］
代名詞	we	私たちは［が］
代名詞	what	何が［を、に］
代名詞	which	1.〔関係代名詞で〕～である［する］(ところの) / 2. どちら、どれ
代名詞	who	1. だれ / 2.〔関係代名詞で〕～である[する](ところの)
代名詞	whose	だれのもの、だれの
代名詞	you	1. あなた(たち)に［を］ / 2. あなた(たち)は［が］ / 3. 《話し相手を含めた一般の人をさして》　(広く一般の)あなたたちは［が］
代名詞	your	1. あなた（たち）の / 2. 《話し相手を含めた一般の人をさして》 (広く一般の) あなたたちの
代名詞	yours	あなた（たち）のもの
代名詞	yourself	あなた自身を［に］
動詞	accept	受け入れる
動詞	act	（役を） 演じる
動詞	add	加える
動詞	agree	賛成する、同意する、意見が一致する　〔agree with ～の形で〕 ～に賛成する
動詞	allow	～を許可する
動詞	am	〔必ず I とともに使って〕 ～です、～だ、～である、（～に）いる
動詞	amaze	～を驚嘆させる、びっくりさせる
動詞	answer	～に答える、応答する　〔answer the phone の形で〕 電話に出る
動詞	are	1. 〔you, we, they や複数名詞とともに使って〕 ～です / 2. 〔there, here とともに使って〕 （～に）…がいる［ある］
動詞	arrest	逮捕する
動詞	arrive	着く、到着する　〔たとえば arrive at school, arrive in New York などの形で〕 学校に到着する、ニューヨークに到着する
動詞	ask	1. ～をたずねる、問う / 2. 求める 〔ask A for B の形で〕 A［人］にB［ものごと］を求める / 3. たのむ　〔May I ask you a favor? の形で〕 あなたに一つお願いしてもよろしいですか / 4. 〔ask A to do ～ の形で〕　Ａ［人］に～するように頼む
動詞	assist	（人を）助ける、手伝う
動詞	attend	出席する、参加する
動詞	attract	1.（人を）ひきつける / 2.（注意などを）ひく
動詞	bake	～を焼く
動詞	base	基礎［根拠］を置く　〔be based on ～で〕～に基づく
動詞	be	1. ～になる、～である / 2. 〔Be ～の形で命令文を作る〕 ～で［て］いなさい / 3. ～にいる、～にある
動詞	become	〔名詞・形容詞・過去分詞などをあとにつけて〕 ～になる、～に変わる 〔過去分詞形もbecome〕
動詞	begin	1. はじまる〔自動詞〕 / 2. ～をはじめる〔他動詞〕
動詞	believe	～を信じる
動詞	belong	〔belong to～の形で〕～の一員である
動詞	blow	1. （風が）ふく / 2. （人・動物などが息・水など）を吐く
動詞	blush	顔を赤らめる
動詞	boil	～をゆでる、沸騰させる
動詞	born	〔be bornの形で〕 誕生する、生まれる
動詞	borrow	～を借りる
動詞	bother	じゃまをする
動詞	break	～をこわす、折る、破る
動詞	bring	《向こうからこちらへ》 ～を持ってくる、つれてくる
動詞	broaden	～を広くする、広げる
動詞	brush	（ブラシで）みがく
動詞	build	～を建てる、～を築き上げる
動詞	burn	～を燃やす
動詞	bury	埋める
動詞	buy	～を買う
動詞	call	1. （大声で）呼ぶ / 2. ～を呼び寄せる 　 / 3. 電話をかける / 4. 〔call A B の形で〕 ＡをＢと呼ぶ、名づける / 5. [call ～ backの形で] ～におりかえし電話する
動詞	calm	静まる、落ち着く
動詞	camp	キャンプ（生活）する
動詞	care	[care for ～の形で]　～の世話をする
動詞	carry	運ぶ、持って行く、持ち歩く
動詞	catch	～をとらえる、つかまえる
動詞	cause	～を引き起こす、～の原因となる
動詞	celebrate	～を祝う
動詞	change	1. 変わる〔自動詞〕 / 2. ～を変える 〔他動詞〕 / 3. （電車など） を乗り換える
動詞	check	～を調べる、チェックする、確認する、照合する
動詞	cheer	～を元気づける、声援を送る、応援する、励ます
動詞	choose	～を選ぶ
動詞	clap	（手を）たたく、拍手する
動詞	clean	～をきれいにする、そうじする
動詞	climb	（高いところ） に登る、よじ登る
動詞	close	（窓、ドアなど） を閉める、閉じる、閉まる
動詞	collect	（～を）集める、収集する
動詞	come	1. 来る　〔come and ～ の形で〕 ～しに来る 〔come to school の形で〕 学校に来る 〔come back の形で〕 戻ってくる / 2. (相手のいる所へ・相手と同方向へ) 行く / 3. (時・季節などが) 巡ってくる / 4. 〔Come on.の形で〕 さあ急げ、さあ / 5. 〔come from～ の形で〕 ～から来ている、～出身である　 〔過去分詞形もcome〕 / 6. [～の状態に]なる　〔come trueの形で〕実現する
動詞	communicate	(知識・情報・人の気持ちなど) を伝える、意思を伝え合う
動詞	compare	比較する、比べる
動詞	complain	不平を言う
動詞	connect	結びつける、つながる
動詞	contact	（人と）連絡をとる、接続する
動詞	continue	～を続ける、続く
動詞	cook	（～を）料理する
動詞	cost	（金額・費用）がかかる
動詞	count	（～を）数える
動詞	cover	（物の外側）をおおう
動詞	create	～をつくり出す
動詞	cross	～を横切る
動詞	cry	1. （大声で）叫ぶ、大声で言う / 2. （声をあげて）泣く
動詞	cut	～を切る 　〔過去形、過去分詞形も cut〕
動詞	dance	踊る、ダンスをする
動詞	decide	決める　〔decide to ～〕 ～しようと決心する
動詞	depend	～による、～しだいである
動詞	design	～をデザインする、設計する
動詞	despair	絶望する
動詞	destroy	破壊する、こわす
動詞	did	〔do （する) の過去形〕
動詞	die	（人や動物が） 死ぬ、亡くなる、（植物が） 枯れる
動詞	direct	(映画などを)監督する、演出する
動詞	disagree	意見が合わない、賛成しない、反対する
動詞	disappear	消える、なくなる、消滅する、存在しなくなる、見えなくなる
動詞	discover	～を見つける、～を見いだす
動詞	do	～をする
動詞	done	〔doの過去分詞形〕
動詞	drank	drinkの過去形
動詞	draw	1. （鉛筆、ペンなどで絵など）をかく、（線）を引く / 2. ～を引く、引っ張る
動詞	drink	～を飲む
動詞	drive	(自動車)を運転する
動詞	drop	～を落とす、落ちる
動詞	eat	～を食べる、食事をする
動詞	encourage	勇気づける、はげます、激励する
動詞	end	終わる、終える
動詞	enjoy	～を楽しむ、～を楽しんでいる
動詞	enter	（建物・部屋・場所など）に入る
動詞	excuse	許す　〔Excuse me.の形で〕 失礼ですが、すみませんが
動詞	experience	経験する
動詞	explain	～を説明する
動詞	express	～を表現する、言い表す
動詞	face	（危険・困難などに)立ち向かう、直面する
動詞	fade	消えていく
動詞	faint	気をうしなう、気絶する
動詞	fall	落ちる
動詞	fascinate	魅了する、うっとりさせる
動詞	feed	えさをやる、食物を与える
動詞	feel	1. ～と感じる、～と思う / 2. ～を感じる
動詞	fight	戦う
動詞	fill	いっぱいになる
動詞	find	～を見つける、見いだす
動詞	finish	～を終える、終わらせる、終わる
動詞	fish	魚釣りをする
動詞	fit	（サイズ、形が）合う
動詞	fly	飛ぶ、（飛行機で）行く
動詞	follow	～についていく、（～と一緒に）異動する、～に従う
動詞	force	強制する、無理に～させる[する]
動詞	forget	～を忘れる、思い出せない
動詞	form	（人がもの）を形作る
動詞	fulfill	（望みなどを）実現する
動詞	gather	～を集める、集まる
動詞	get	1. ～を得る、手に入れる / 2. ～（の状態）になる / 3. わかる、理解する / 4. 着く、到着する　〔たとえばget to Shiriyazaki, get home の形で〕 尻屋崎に着く、家に着く / 5. 〔get up の形で〕起きる / 6. (タクシーなどを)ひろう、利用する / 7. 〔get together の形で〕集まる
動詞	give	1. ～を与える、贈る　〔give A B, give B to A の形で〕ＡにＢを与える / 2. (会などを)開く、もよおす、演ずる、行う
動詞	go	1. 行く　〔たとえばgo to school の形で〕学校へ行く / 2. 〔be going to do ～ の形で〕 ～するつもりである / 3. 〔go doing ～ の形で〕～しに行く
動詞	graduate	卒業する
動詞	greet	～に挨拶する、～をむかえる
動詞	grin	にこっと笑う、にやっと笑う
動詞	grow	1. 成長する、大きくなる、育つ / 2. ～を栽培する、育てる / 3. （しだいに）～になる
動詞	guess	～をあてる、推測する
動詞	happen	(事件などが) 起こる、生じる
動詞	hate	～するのが嫌いだ、～したくはない
動詞	have	1. ～をもっている、～がある、～がいる / 2. ～を食べる、飲む / 3. ～を過ごす、経験する / 4. (病気)にかかっている、～が痛む / 5. 〔have to do ～ の形で〕 ～しなければならない / 6. ～を飼っている
動詞	head	～向かう
動詞	heal	～をいやす
動詞	hear	1. ～を聞く、～が聞こえる / 2. 《情報・うわさなど》を耳にする / 3. 〔hear from～の形で〕 ～から返信［便り］をもらう
動詞	heat	熱する、あたためる
動詞	help	1. ～を助ける、援助する / 2. （～を）手伝う、助ける　〔May I help you? の形で〕 《店員が客に対して》 いらっしゃいませ　〔help A with B の形で〕 ＡのＢを手伝う　 / 3.〔Please help yourself. の形で〕 どうぞご自由にとって食べて（飲んで）ください
動詞	hit	～に当たる、ぶつかる　〔過去形、過去分詞形もhit〕
動詞	hold	1. (手などでしっかりと）持つ、にぎる、抱く、抱きかかえる / 2. 開催する、催す / 3.（電話を）切らないで待つ
動詞	hope	～を望む、～だとよいと思う
動詞	hug	（愛情を込めて）抱きしめる
動詞	hunt	狩りをする
動詞	hurry	急ぐ
動詞	hurt	1. 痛む 〔過去形、過去分詞形もhurt〕 / 2. ～を傷つける、～にケガをさせる
動詞	imagine	想像する
動詞	impress	感銘を与える、印象づける
動詞	improve	よくなる、改善される
動詞	increase	増やす
動詞	influence	～に影響を与える
動詞	injure	傷つける、けがをさせる
動詞	interview	インタビューする、面接する
動詞	introduce	～を紹介する、～を取り入れる、導入する
動詞	invite	～を招く
